Compound ID,Formula,Molecular Weight,Smile,IC50,unit,note,src table
PV-001802638979,C19H13F5N2O4,428.309,FC(F)(F)C=1C=CC(=CC1)C2N(CCNC2=O)C(=O)C=3C=CC=C4OC(F)(F)OC43,,,,1
PV-001803361903,C28H29N3O3,455.548,CC=1C=CC(=CC1)C(=O)NC(CC(=O)N2CCNC(=O)C2C=3C=CC=CC3C)C=4C=CC=CC4,,,,1
PV-001807574325,C21H19F4N5O2,449.401,CC1COC(CN1C(=O)C=2C=CC(=CC2F)N3N=NN=C3C)C=4C=CC=C(C4)C(F)(F)F,,,,1
PV-001823546049,C20H16F2N2O3,370.349,OC=1N=C2C=CC(F)=CC2=CC1C(=O)N3CCOC(C3)C=4C=CC(F)=CC4,,,,1
PV-001829124078,C20H24N6O4,412.442,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC(=O)CC3=NN=C(N3)C4CCOCC4)C2,,,,1
PV-001838354400,C25H28N2O5,436.500,CC=1C=C(C)C=C(OCC(=O)N2CCN(CC2)C(=O)C3(C)CC=4C=CC=CC4C(=O)O3)C1,,,,1
PV-001845534324,C20H24FN5O4,417.434,OC1CC(N(C1)C(=O)CC=2C=CC=CC2F)C(=O)N3CCCC(C3)C4=NC(=O)NN4,,,,1
PV-001850462868,C23H24F3N3O3,447.450,CC1COC(CN1C(=O)C=2C=CC=3NC(=O)CC(C)NC3C2)C=4C=CC=C(C4)C(F)(F)F,,,,1
PV-001862353302,C22H23N3O6S,457.499,CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C(=O)N3CCOC(C3)C=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-001870663285,C22H22FN3O4,411.426,OC1CCCN(C1)C(=O)C=2C=CC=CC2NC(=O)C3CC=4C=C(F)C=CC4NC3=O,,,,1
PV-001871635559,C23H28FN5O4,457.497,CC1=CC(=O)NC(=N1)N2CCCC(C2)NC(=O)C3CC(O)CN3C(=O)CC=4C=CC=CC4F,,,,1
PV-001874092433,C23H24F2N4O3,442.458,CC1CCN(CCN1C(=O)C=2C=CC=C(C2)C3(C)NC(=O)NC3=O)C=4C=CC(F)=CC4F,,,,1
PV-001877775442,C18H22N4O6S,422.455,CC1CN(CC(C)O1)S(=O)(=O)C=2C=CC=C(C2)C(=O)N3CC4(C3)NC(=O)NC4=O,,,,1
PV-001919952520,C22H30F3N3O3,441.487,CC(N1CC(C)OC(C1)C=2C=CC=C(C2)C(F)(F)F)C(=O)NC(=O)NC3CCCCC3,,,,1
PV-001933191259,C21H29N3O6S,451.536,CC1(NC(=O)NC1=O)C=2C=CC=C(CNS(=O)(=O)CC3CCC4(CCOCC4)CO3)C2,,,,1
PV-001941213759,C26H38N4O3,454.604,CC1CC(C)CN(C1)C(=O)C=2C=CC=CC2NC(=O)N3CCN(C(=O)C)C4(CCCCC4)C3,,,,1
PV-001941872086,C25H30N4O3,434.530,CC=1C=CC(=CC1NC(=O)N2CCC(CC2)C3NC(=O)C3(C)C)C(=O)NC=4C=CC=CC4,,,,1
PV-001946219830,C23H28N4O4,424.492,COC=1C=CC(=CN1)C=2C=CC(C)=C(NC(=O)N3CCC4(CC3)CC(O)CNC4=O)C2,,,,1
PV-001946482964,C24H34N4O4,442.551,CC1CCC(O)C(C1)C2CCCCN2C(=O)NC=3C=CC=C(C3)N4C(=O)NC(C)(C)C4=O,,,,1
PV-001947855990,C23H27N5O5,453.490,CNC(=O)C=1C=C(OC=2C=CC=C(NC(=O)N3CCC4(CC3)CC(O)CNC4=O)C2)C=CN1,,,,1
PV-001949025022,C25H38FN3O3,447.585,CC1CCC(O)C(C1)C2CCCCN2C(=O)NC=3C=C(F)C=C(C3)N4C[C@H](C)O[C@H](C)C4,,,,1
PV-001955704740,C22H21FN6O4,452.438,CC(NC(=O)NCC=1C=CC=C(C1)C2(C)NC(=O)NC2=O)C3=NC(=NO3)C=4C=CC=C(F)C4,,,,1
PV-001955705611,C21H21FN4O4,412.414,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC(=O)NC3COC=4C=C(F)C=CC4C3)C2,,,,1
PV-001955706149,C21H21N5O4,407.422,CC(NC(=O)NCC=1C=CC=C(C1)C2(C)NC(=O)NC2=O)C3=CC=4C=NC=CC4O3,,,,1
PV-001955706661,C19H21N7O4,411.414,CC(=O)C1=CN(N=N1)C2CN(C2)C(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O,,,,1
PV-001959097024,C16H15ClFN5O4,395.772,FC=1C=C(C=CC1Cl)N2CC(CC2=O)NC(=O)N3CC4(C3)NC(=O)NC4=O,,,,1
PV-001963723292,C21H29FN4O3,404.478,FC=1C=CC(NC(=O)CN2CCN(CC2)C(=O)NCCC3CC4CCC3O4)=CC1,,,,1
PV-002002730518,C22H25F3N6O2,462.468,CC(=O)N1CCCN(CC1)C2=NN=C(C3=CC=CN3)N2CCC=4C=CC(OC(F)(F)F)=CC4,,,,1
PV-002002896138,C25H34F2N6O2,488.573,CC(C)NC(=O)C1=NN=C(N2CCC3(C2)CCC(F)(F)CC3)N1CCC=4C=CC(NC(=O)C)=CC4,,,,1
PV-002002992189,C23H32N6O4,456.537,CC(C)NC(=O)C1=NN=C(N2CCCC(C2)NC(=O)C)N1CC=3C=CC=4OC(C)(C)OC4C3,,,,1
PV-002007122055,C23H34N6O4S,490.618,CC(C)NC(=O)C1=NN=C(N2CCC(C)(C2)N3CCOCC3)N1CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002007128516,C22H25F3N6O3,478.467,CC(C)NC(=O)C1=NN=C(N2CCC(C2)C3=CC=CO3)N1CC=4C=CC(OCC(F)(F)F)=NC4,,,,1
PV-002007128518,C22H27N5O4S,457.545,CC(C)NC(=O)C1=NN=C(N2CCC(C2)C3=CC=CO3)N1CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002007154269,C22H28F2N6O3,462.492,CC(C)NC(=O)C1=NN=C(N2CCC(C2)N3CCCC3=O)N1CCOC=4C=CC(F)=C(F)C4,,,,1
PV-002007178760,C22H31N5O4S,461.577,CC(C)NC(=O)C1=NN=C(N2CCC3(C2)CCCOC3)N1CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002007179911,C21H27F3N6O2,452.473,CC(C)NC(=O)C1=NN=C(N2CCC3(CCOC3)C2)N1CCC=4C=C(C=CN4)C(F)(F)F,,,,1
PV-002007180076,C20H27F3N8O2,468.475,CC(C)NC(=O)C1=NN=C(N2CCC3(CCOC3)C2)N1CCNC=4N=CC=C(N4)C(F)(F)F,,,,1
PV-002007180441,C22H29F3N6O2,466.499,CC(C)NC(=O)C1=NN=C(N2CCC3(C2)CCOCC3)N1CCC=4C=C(C=CN4)C(F)(F)F,,,,1
PV-002007180978,C22H38N6O4S,482.639,CC(C)NC(=O)C1=NN=C(N2CCC3(CCS(=O)(=O)C3)C2)N1CCCN4CC(C)OC(C)C4,,,,1
PV-002007309433,C22H31N5O5S,477.577,CC(C)NC(=O)C1=NN=C(N2CCOC(C2)C3CCCO3)N1CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002007314720,C23H33N5O5S,491.603,CC(C)NC(=O)C1=NN=C(N2CCOC3(CCOC3C)C2)N1CCC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002009800563,C21H26F3N5OS,453.524,CC1SCCN(C1C)C2=NN=C(C3CCC(=O)N3)N2CC=4C=CC(=CC4C)C(F)(F)F,,,,1
PV-002011580554,C25H32N6O3S,496.624,CC(C)C(=O)NC1CCN(CC1)C2=NN=C(C=3C=CC=C(C)N3)N2CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002011595478,C22H25F2N5O2S,461.528,CC=1C=CC=C(N1)C2=NN=C(N3CCCC(C3)C(F)F)N2CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002011596100,C22H26N6O3S,454.545,CC=1C=CC=C(N1)C2=NN=C(N3CCCC(C3)C(=O)N)N2CC=4C=CC(=CC4)S(=O)(=O)C,,,,1
PV-002012040771,C26H40N6O,452.635,CC(C)NC(=O)C1=NN=C(N2CCC(C2)C=3C=CC=CC3C)N1CC4CCCN(C4)C(C)C,,,,1
PV-002014384376,C24H42N6O2,446.629,CC(C)NC(=O)C1=NN=C(N2CCC3(C2)CCCOC3)N1CCCN4CC(C)CC(C)C4,,,,1
PV-002021093087,C21H30F3N7O,453.504,CCC1N(CCNC1=O)C2=NN=C(CN3N=C(C)C=C3C)N2C4CCCC(C4)C(F)(F)F,,,,1
PV-002035603537,C23H25F3N6O2,474.478,CNC(=O)C1CN(CCO1)C2=NN=C(C=3C=CC=C(C)N3)N2CC=4C=CC(=CC4C)C(F)(F)F,,,,1
PV-002037444418,C25H31N5O,417.546,COC=1C=C(CCN2C(=NN=C2C=3C=CC=C(C)N3)N4CCC(=C(C)C4)C)C=CC1C,,,,1
PV-002044086138,C21H20F3N5O2S,463.476,CS(=O)(=O)C=1C=CC(CN2C(=NN=C2C=3C=CC=CN3)N4CCC(=CC4)C(F)(F)F)=CC1,,,,1
PV-002044086769,C22H24F3N5O3S,495.517,CS(=O)(=O)C=1C=CC(CN2C(CC=3C=CC=NC3)=NN=C2N4CCC(O)(CC4)C(F)(F)F)=CC1,,,,1
Z1000938004,C21H19FN4O4,410.398,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC(=O)C3CC(=NO3)C=4C=CC=C(F)C4)C2,,,,1
Z1000938750,C22H21BrN4O4,485.330,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC(=O)C3CN(C(=O)C3)C=4C=CC=CC4Br)C2,,,,1
Z1003516688,C22H24N4O5S,456.514,CC(=O)N1CCCC=2C=C(C=CC12)S(=O)(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O,,,,1
Z1014383878,C23H22F2N6O2,452.456,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)NC=4C=CC=C(C4)C5=NN=NN5)=C(F)C1,,,,1
Z1014389082,C26H33F2N3O4,489.554,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCCC(C4)C(=O)N5CCOCC5)=C(F)C1,,,,1
Z1014391890,C28H28F2N4O2,490.544,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCC(=CC4)C5=CNC=6N=CC=CC56)=C(F)C1,,,,1
Z1014490082,C27H31ClN4O3,495.013,ClC=1C=CC=C(C1)C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCCC(C4)C(=O)NC=5C=CC=CN5,,,,1
Z1015241008,C22H24N4O6S,472.514,CC1(NC(=O)NC1=O)C=2C=CC(CNS(=O)(=O)C=3C=CC(=CC3)C(=O)N4CCOCC4)=CC2,,,,1
Z1016606194,C27H27N5O4,485.534,CC(NC(=O)NCC=1C=CC(=CC1)C2(C)NC(=O)NC2=O)C=3C=CC=C(NC(=O)C=4C=CC=CC4)C3,,,,1
Z1018310780,C22H23BrN4O4,487.346,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC(=O)N3CCOC(C3)C=4C=CC(Br)=CC4)C2,,,,1
Z1024054366,C24H25N5O3,431.487,CN1NC(=O)C=2C(=CC(=NC12)C3CC3)C(=O)N4CCC(CC4)C5C(=O)NC=6C=CC=CC56,,,,1
Z1067018966,C26H30N2O3,418.528,O=C(NC1CCCOC=2C=CC=CC12)[C@@H]3C[C@@H]4CCCC[C@@H]4N3C(=O)C=5C=CC=CC5,,,,1
Z1067621920,C27H32N4O3S,492.632,CC1=NN(C2CCS(=O)(=O)C2)C=3N=C(C=C(C(=O)NC4(CCCC4)C=5C=CC=C(C)C5)C13)C6CC6,,,,1
Z1068523180,C27H28N4O3,456.536,CC1=CC(=O)NC(=N1)C=2C=CC(NC(=O)[C@@H]3C[C@@H]4CCCC[C@@H]4N3C(=O)C=5C=CC=CC5)=CC2,,,,1
Z1069479606,C26H25F2N3O5,497.490,CC1OC=2C=CC(=CC2NC1=O)C(=O)C3CCN(CC3)C(=O)C4CCN(C4=O)C=5C=CC(F)=C(F)C5,,,,1
Z1069624714,C24H24ClFN4O3,470.923,FC=1C=CC(=CC1Cl)C2CN(CCO2)C(=O)C3CCCN(C3)C(=O)C=4C=CC=5NN=CC5C4,,,,1
Z1069648818,C24H19F2N3O3,435.422,CC1=NOC=2N=C(C=C(C(=O)N3CCOC(C3)C=4C=CC=C(F)C4)C12)C=5C=CC(F)=CC5,,,,1
Z1083255188,C27H27N5O4,485.534,O=C(CN1C(=O)NC2(CCOCC2)C1=O)NC3=CC(=NN3C=4C=CC=CC4)C=5C=CC=6CCCC6C5,,,,1
Z109826012  ,C28H23N3O5,481.499,CNC(=O)C1CN(C(=O)C=2C=C(N=C3C=CC=CC23)C=4C=CC=5OCCOC5C4)C=6C=CC=CC6O1,,,,1
Z1101969665,C26H27F2N3O3,467.507,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)NC=4C=CC=5NC(=O)CCCC5C4)=C(F)C1,,,,1
Z1116941004,C26H25F2N3O4,481.491,CC=1C=CC=C2C(=O)NC(COC(=O)[C@@H]3C[C@@H]4CCCC[C@@H]4N3C(=O)C=5C=CC(F)=CC5F)=NC12,,,,1
Z1123059717,C22H23ClN4O4,442.895,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC(=O)N3CCOC(C3)C=4C=CC=CC4Cl)C2,,,,1
Z1148224004,C23H22N4O6,450.443,CC1(NC(=O)NC1=O)C=2C=CC=C(NC(=O)C3CCN(C3=O)C=4C=CC=5OCCOC5C4)C2,,,,1
Z1148379725,C25H22N4O5,458.465,O=C(NC=1C=CC=C(C1)C(=O)NC=2C=CC=CN2)C3CCN(C3=O)C=4C=CC=5OCCOC5C4,,,,1
Z1151989644,C26H24FN3O4S,493.549,CC1CC=2C=CC=CC2N1S(=O)(=O)C=3C=CC(F)=C(C3)C(=O)N4CCC=5C=CC=CC5C4C(=O)N,,,,1
Z1173532284,C25H24N2O4S,448.534,CC1CN(C(=O)C=2C=CC=C(C2)S(=O)(=O)N3CCC=4C=CC=CC4C3)C=5C=CC=CC5O1,,,,1
Z119682802,C25H26N4O5,462.497,CC=1C=CC=C(C1)N2N=C(CCC2=O)C(=O)N3CC(OC=4C=CC=CC34)C(=O)N5CCOCC5,,,,1
Z1200494453,C24H35N5O3,441.566,CC1CCCCN1CC2CCCN(C2)C(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O,,,,1
Z1219433948,C25H28FN5O2,449.520,FC=1C=CC=C(C1)N2CCCC(C2)NC(=O)N3CCCCC3C4=NC(=NO4)C=5C=CC=CC5,,,,1
Z1239434218,C25H26N6O2,442.512,CC(C)N1N=CC=2C(=CC(=NC12)C3CC3)C(=O)N4CC=5C=CC=CC5CC4C6=NN=C(C)O6,,,,1
Z126246430   ,C24H22N4O5,446.455,O=C(C1CN(CC2=NC=3C=4C=CC=CC4OC3C(=O)N2)C=5C=CC=CC5O1)N6CCOCC6,,,,1
Z1299749175,C25H27N5O2,429.514,CC1COC(CN1CC2=NC=3N(N=CC3C(=O)N2)C=4C=CC=CC4)C=5C=C(C)C=CC5C,,,,1
Z1303093364,C19H21N3O5,371.387,CC1(CC=2C=CC=CC2C(=O)O1)C(=O)NCC3CCCC43NC(=O)NC4=O,,,,1
Z1307397520,C23H26FN5O3,439.482,CC=1C=CC(=CC1)N2CCC(NC(=O)N3CCC(C3)NC(=O)NC=4C=CC(F)=CC4)C2=O,,,,1
Z1314071699,C25H28N4O3,432.514,CC=1C=CC=CC1C2CCN(C2)C(=O)C3CN(CC4=NC=5C=CC=CC5C(=O)N4)CCO3,,,,1
Z1314080218,C22H24N4O6,440.449,CC(N1C(=O)C2C3CCC(O3)C2C1=O)C(=O)NCC=4C=CC=C(C4)C5(C)NC(=O)NC5=O,,,,1
Z1315741292,C24H26N4O3,418.488,CC1CN(C1C=2C=CC=CC2)C(=O)C3CN(CC4=NC=5C=CC=CC5C(=O)N4)CCO3,,,,1
Z1325690171,C23H29N5O4,439.507,O=C(NC1CCN(C2CCOCC2)C1=O)C3CCCN(C3)C(=O)C=4C=CC=5NN=CC5C4,,,,1
Z1386513073,C25H29F2N3O2,441.513,FC=1C=CC(=CC1F)N2N=C(C(=O)N3CCCCCC3C4CCCCC4=O)C=5CCCC52,,,,1
Z1391600504,C24H20ClN3O3,433.886,ClC=1N=C(C=C2C=CC=CC12)C(=O)N3CCCC(C3)NC(=O)C4=CC=5C=CC=CC5O4,,,,1
Z1391603184,C25H22FN3O3,431.458,CC=1N=C2C=C(F)C=CC2=CC1C(=O)N3CCCC(C3)NC(=O)C4=CC=5C=CC=CC5O4,,,,1
Z1391607284,C24H21FN2O4,420.432,CC1=C(OC=2C(F)=CC=CC12)C(=O)N3CCCC(C3)NC(=O)C4=CC=5C=CC=CC5O4,,,,1
Z1404346143,C24H30F2N2O3,432.503,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCCC5COCCC54)=C(F)C1,,,,1
Z1452046182,C22H24N4O5,424.449,CC=1OC=CC1C(=O)NC2CCN(CC2)C(=O)C=3C=CC=C(C3)C4(C)NC(=O)NC4=O,,,,1
Z1453249124,C16H19N3O5,333.339,CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C(=O)N3C[C@@H](O)C[C@@H](O)C3,,,,1
Z1454318541,C24H26N6O2,430.502,O=C1NC=2C=CC=CC2N1C3CCN(CC3)C=4N=C5C=CC=CC5=NC4N6CCOCC6,,,,1
Z1454318549,C24H26N6O,414.502,O=C1NC=2C=CC=CC2N1C3CCN(CC3)C=4N=C5C=CC=CC5=NC4N6CCCC6,,,,1
Z1460712476,C24H20N4O4,428.44,CC1(NC(=O)NC1=O)C=2C=CC=C(NC(=O)C=3C=NC=C(C3)C=4C=CC=5OCCC5C4)C2,,,,1
Z1471454490,C25H30N2O2,390.517,"C[C@@H]1[C@@H](C=2C=CC=CC2)C=3C=CC=CC3CCN1C(=O)C4CCN(CC4)C(=O)C |&1:1,2,r|",,,,1
Z1481637452,C23H28N4O4,424.492,O=C(NC1(CCCCCC1)C2=NOC(=N2)C3CCCO3)C=4C=CC=5NC(=O)CCC5C4,,,,1
Z1482051900,C20H25N7O3,411.457,O=C(NC1=NN=C2C=CC=CN12)NC3(CCCCCC3)C4=NOC(=N4)C5CCCO5,,,,1
Z1505821802,C27H33N3O2,431.569,O=C(NC1CC2CCC(C1)N2CC=3C=CC=CC3)N4CCOC5(CCC=6C=CC=CC65)C4,,,,1
Z1521738617,C26H30N4O2,430.542,CN1CCC2(CC1)CC(NC(=O)C=3N=C(NC3C)C=4C=CC=C(C)C4)C=5C=CC=CC5O2,,,,1
Z1530035350,C19H14F2N6O3,412.349,FC(F)C1=NC=2C=C(NC(=O)C=3C=NC=4N(C5CC5)C(=O)NC(=O)C4C3)C=CC2N1,,,,1
Z1530233389,C21H20ClN3O4,413.854,ClC=1C=CC(C=CC(=O)N2CC(OC=3C=CC=CC23)C(=O)N4CCOCC4)=CN1,,,,1
Z1546866049,C24H26N4O2,402.488,C1OC2(CCN(CC2)C=3N=C4C=CC=CC4=NC3N5CCOCC5)C=6C=CC=CC16,,,,1
Z1555037598,C28H30N2O3,442.549,O=C(NC1CCCN(C1)C(=O)C=2C=CC=C(C2)C3CCCOC3)C=4C=CC=5C=CC=CC5C4,,,,1
Z1566293889,C24H24N2O5,420.457,CC1COC(CO)CN1C(=O)C=2C=C(N=C3C=CC=CC23)C=4C=CC=5OCCOC5C4,,,,1
Z1581008345,C27H28N2O4,444.522,OC(CC1COCCN1C(=O)NC=2C=CC=C(C2)C=3C=CC=4OCCC4C3)C=5C=CC=CC5,,,,1
Z1620584904,C21H18N4O3,374.392,O=C(NC=1C=CC=CC1C#CC=2C=CC=CC2)N3CCN4C(C3)C(=O)NC4=O,,,,1
Z1624195112,C25H25ClN2O3,436.930,ClC=1C=CC=C(C1)C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)NC4CC(=O)C=5C=CC=CC45,,,,1
Z164807556,C23H24FN3O6S,489.516,FC=1C=C(CC(=O)N2CC(=O)NC=3C=C(C=CC23)S(=O)(=O)N4CCCCC4)C=5OCOCC5C1,,,,1
Z1654146497,C24H27N3O3S,437.554,COC1CC=2C=CC(NC(=O)CCC3=NC=4SC=5CC(C)CCC5C4C(=O)N3)=CC2C1,,,,1
Z1684580765,C23H20N4O5,432.428,"CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C3=NOC(=N3)[C@@H]4C[C@H]4C=5C=CC=6OCCOC6C5 |&1:19,21,r|",,,,1
Z1684582814,C20H16N6O3,388.379,CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C3=NOC(CC4=CNC=5N=CC=CC45)=N3,,,,1
Z1720529560,C25H26N4O3,430.498,O=C(C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)N4CCC5(C4)OCC=6C=CC=CC65,,,,1
Z1731832804,C24H23FN4O3,434.462,FC=1C=CC(NC(=O)N2CCCC3(C2)OCC=4C=CC=CC43)=C(C1)C5=NC(=NO5)C6CC6,,,,1
Z1741165892,C19H18N8O3,406.398,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4CCOC(C4)C5=NN=NN5,,,,1
Z1748758294,C25H21F2N3O3,449.449,CC1=NOC=2N=C(C=C(C(=O)N3CCOC(C3)C=4C=CC(F)=CC4F)C12)C=5C=CC(C)=CC5,,,,1
Z1785856465,C22H20F4N2O3,436.399,FC=1C=C(C=CC1C(F)(F)F)C(=O)N2CC(OC=3C=CC=CC23)C(=O)N4CCCCC4,,,,1
Z1818777854,C24H24N2O5,420.457,CC1CN(CC(CO)O1)C(=O)C=2C=C(N=C3C=CC=CC23)C=4C=CC=5OCCOC5C4,,,,1
Z1832537590,C25H27N3O3,417.500,CN1CCN(CC1)C(=O)C2CCC=3C=CC=CC3N2C(=O)C4CC(=O)C=5C=CC=CC45,,,,1
Z1832765460,C24H25F2N3O3,441.470,CC1CN(C(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)C=4C=CC(F)=CC4F)C=5C=CC=NC5O1,,,,1
Z1833555206,C26H26N2O4,430.495,O=C(NCC1CCCC1NC(=O)C2CC(=O)C=3C=CC=CC23)C4CC(=O)C=5C=CC=CC45,,,,1
Z1850208058,C23H20F3N3O2,427.419,FC=1C=CC=CC1N2C=C(C=N2)C3OCCC3C(=O)N4CC=5C=CC=CC5C(F)(F)C4,,,,1
Z1862857971,C24H26ClN3O3,439.934,ClC=1C=CC(=CC1)C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCC=5C=CNC(=O)C5C4,,,,1
Z1870079993,C26H22N2O5,442.463,OC(=O)C=1C=CC=2CCN(CC2C1)C(=O)C=3C=CC=C(NC(=O)C4CC=5C=CC=CC5O4)C3,,,,1
Z1870832319,C17H21N3O5S,379.430,CC1CN(CCS(=O)(=O)C1)C(=O)C=2C=CC=C(C2)C3(C)NC(=O)NC3=O,,,,1
Z1893038579,C22H20F2N4O2,410.416,CN1N=C(C=C1NC(=O)N2CCC3(C2)OCC=4C=CC=CC43)C=5C=C(F)C=C(F)C5,,,,1
Z1905669199,C24H23FN4O3,434.462,CN1CC(C(=O)N2CCCC(C2)C3=NC(=NO3)C=4C=CC=C(F)C4)C=5C=CC=CC5C1=O,,,,1
Z1935297509,C25H23N5O2,425.482,O=C(N1CCCCC1C2=NOC(=N2)C3CC3)C=4C=C(N=C5C=CC=CC45)C=6C=CC=CN6,,,,1
Z1952730976,C25H32N4O3,436.546,CC=1C=CC=2OC(CCC2C1)C(=O)N3CCCC(C3)C4=NNC=C4NC(=O)C5CCCC5,,,,1
Z1957717050,C24H24N6O2,428.486,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC=3N=C4CCCCCCC4=C(C#N)C3C#N)C2,,,,1
Z1967736698,C24H30FN3O3,427.511,CC1CN(CC2(CCOC(C)C2)O1)C(=O)C3=NN(C=4CCCC34)C=5C=CC(C)=CC5F,,,,1
Z1988032357,C25H26F2N2O3,440.482,CC1CCC(O)C(C1)C2CCCN2C(=O)C=3C=C(F)C=C4C(=O)C=5C=C(F)C=CC5NC34,,,,1
Z2011958068,C25H24FN3O3,433.474,FC=1C=CC=2N(CCC2C1)C3CCN(CC3)C(=O)C4=CC(=NO4)C=5C=CC=6OCCC6C5,,,,1
Z2015467896,C17H19N3O5,345.349,CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C(=O)N3CC4COCC(C3)O4,,,,1
Z2021035673,C22H20FN5O4,437.423,NC(=O)NC(=O)C=1C=CC=C(NC(=O)C2CCOC2C=3C=NN(C3)C=4C=CC=CC4F)C1,,,,1
Z2026141075,C24H32N4O3,424.535,C(C1CCCCO1)N2C(=NN=C2N3CCC4(C3)CCOCC4)C5CC=6C=CC=CC6O5,,,,1
Z2090606597,C27H25FN2O3,444.497,FC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C(=O)N3CC(C4COCCC43)C=5C=CC=CC5,,,,1
Z2093046293,C24H28N6O2,432.518,O=C1CC2(CCN(C2)C=3C=C(N=C(N3)C=4C=CC=CC4)N5CCC6(CNC(=O)C6)C5)CN1,,,,1
Z2099044531,C24H24ClN3O3,437.918,ClC=1C=CC=C(C1)C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)NC=4C=CC=C5C(=O)NCC54,,,,1
Z2103211359,C20H23F2N5O3,419.425,CC1N(CC(=O)NC=2C=CC=3OC(F)(F)OC3C2)CCN4C(=NN=C14)C5CCCC5,,,,1
Z2113540668,C24H27F2N3O3,443.486,FC=1C=C(NC(=O)N2CC(C3COCCC32)C=4C=CC=CC4)C(=CC1F)N5CCOCC5,,,,1
Z2140572844,C23H22FN3O4,423.436,FC=1C=CC=C(C1)C2=NOC(C2)C(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35,,,,1
Z2144246540,C23H20F3N3O2,427.419,FC=1C=C(F)C=2CCCN(C(=O)C3CCOC3C=4C=NN(C4)C=5C=CC=CC5F)C2C1,,,,1
Z2148820197,C24H28N4O4,436.503,CC1(NC(=O)NC1=O)C=2C=CC=C(CNC3CCCN(CC3)C(=O)OC=4C=CC=CC4)C2,,,,1
Z2155596355,C26H20F2N2O2,430.446,FC=1C=CC=2CC(C(=O)N3CCN(C(=O)C4CC=5C=CC(F)=CC45)C=6C=CC=CC36)C2C1,,,,1
Z2157917506,C20H19N7O3,405.409,CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C3=NOC(=N3)C4CCCN4C=5N=CC=CN5,,,,1
Z2161441246,C26H30N4O3,446.541,CC=1C=CC=2NC(=NC2C1)C3CCCN3CC(=O)N4CCCC4C=5C=CC=6OCCOC6C5,,,,1
Z2171693743,C24H28N4O3,420.504,O=C(NC1CCCC2CN(CC=3C=CC=CC3)CC21)NC=4C=CC=C5NC(=O)COC45,,,,1
Z2179890406,C24H24FN5O2,433.478,FC=1C=CC=2C(=NOC2C1)C3CCN(CC3)C=4N=C5C=CC=CC5=NC4N6CCOCC6,,,,1
Z2185318144,C24H32N4O3,424.535,C(C1CCCCO1)N2C(=NN=C2N3CCC4(C3)CCCOC4)C5CC=6C=CC=CC6O5,,,,1
Z2194187698,C19H18F4N6O2,438.378,CC=1C=C2N(CCC(N2N1)C(F)(F)F)C(=O)C3=NN(C(C3)C(=O)N)C=4C=CC(F)=CC4,,,,1
Z2200386163,C21H28FN5O3,417.477,CC1CN(CCN1C(=O)NCC2CCCC32NC(=O)N(C)C3=O)C=4C=CC=C(F)C4,,,,1
